gene_id	P1_padj
ENSMUSG00000001542.7	0.961101261858118
ENSMUSG00000001552.14	0.971093742318599
ENSMUSG00000001555.10	0.954668042191847
ENSMUSG00000001558.5	0.999391623550515
ENSMUSG00000001566.9	NA
ENSMUSG00000001569.10	0.994473720765426
ENSMUSG00000001576.14	0.996906406496992
ENSMUSG00000001583.13	0.99421602471728
ENSMUSG00000001588.12	0.820257378397449
ENSMUSG00000001604.14	0.681588390168788
ENSMUSG00000001622.15	NA
ENSMUSG00000001627.12	0.999649073979706
ENSMUSG00000001630.13	0.995815584159208
ENSMUSG00000001632.16	0.998297775564796
ENSMUSG00000001642.18	0.872124372950835
ENSMUSG00000001655.6	NA
ENSMUSG00000001656.3	0.999561491919604
ENSMUSG00000001657.7	0.995300076587946
ENSMUSG00000001661.5	0.998767413452461
ENSMUSG00000001663.10	0.932403121622425
ENSMUSG00000001665.11	0.996375870552553
ENSMUSG00000001666.8	0.640219115578484
ENSMUSG00000001670.13	NA
ENSMUSG00000001672.14	0.997593189702532
ENSMUSG00000001674.11	0.994760733524761
ENSMUSG00000001687.15	0.938589908033111
ENSMUSG00000001700.9	0.996166674031375
ENSMUSG00000001707.8	0.0362480826003001
ENSMUSG00000001729.14	0.996508214742004
ENSMUSG00000001739.14	0.993825531237342
ENSMUSG00000001741.12	0.994304695933616
ENSMUSG00000001750.15	0.998498286845498
ENSMUSG00000001751.9	0.999491907762076
ENSMUSG00000001755.12	0.998248642885186
ENSMUSG00000001761.7	0.323380933713587
ENSMUSG00000001763.14	0.996876481014507
ENSMUSG00000001767.5	0.999708326397536
ENSMUSG00000001768.15	0.982423548186727
ENSMUSG00000001773.14	0.992937518292867
ENSMUSG00000001774.8	0.998341237126775
ENSMUSG00000001783.3	0.952989094238384
ENSMUSG00000001785.13	0.993956233921088
ENSMUSG00000001786.14	0.9965747551046
ENSMUSG00000001794.13	0.999158125079697
ENSMUSG00000001802.16	0.994979456831368
ENSMUSG00000001804.9	NA
ENSMUSG00000001815.15	NA
ENSMUSG00000001819.4	NA
ENSMUSG00000001823.5	0.996806531974777
ENSMUSG00000001827.12	0.998249290390932
ENSMUSG00000001829.17	0.996879160494414
ENSMUSG00000001833.17	0.998321039022942
ENSMUSG00000001844.10	0.995970401991834
ENSMUSG00000001847.14	0.993996889634213
ENSMUSG00000001855.15	0.741586336644688
ENSMUSG00000001864.13	0.996870090287128
ENSMUSG00000001865.2	0.995042729465028
ENSMUSG00000001870.15	0.993582502659444
ENSMUSG00000001891.16	0.871519664393022
ENSMUSG00000001901.15	NA
ENSMUSG00000001909.15	0.954044324907418
ENSMUSG00000001910.4	0.997434649347986
ENSMUSG00000001911.16	0.995564080227391
ENSMUSG00000001918.17	0.994298380687935
ENSMUSG00000001924.15	0.99395299719283
ENSMUSG00000001930.17	0.994174945264046
ENSMUSG00000001942.8	0.998124941877155
ENSMUSG00000001943.8	0.995041863132518
ENSMUSG00000001946.14	0.413283175022823
ENSMUSG00000001948.10	0.995013898227767
ENSMUSG00000001962.8	0.999020006250609
ENSMUSG00000001964.14	0.993810607832493
ENSMUSG00000001983.7	0.994192223226328
ENSMUSG00000001985.9	0.968876410558483
ENSMUSG00000001986.16	0.996438932647907
ENSMUSG00000001988.9	NA
ENSMUSG00000001995.9	0.999249418977095
ENSMUSG00000001998.15	0.938589409197493
ENSMUSG00000001999.15	0.999143396591073
ENSMUSG00000002006.12	0.997222180261491
ENSMUSG00000002007.5	0.46368240895246
ENSMUSG00000002010.17	0.99426562656489
ENSMUSG00000002012.13	0.998039178808936
ENSMUSG00000002014.12	0.870953693566662
ENSMUSG00000002015.5	0.998964307937018
ENSMUSG00000002017.9	0.998269219410182
ENSMUSG00000002020.15	0.994142729216564
ENSMUSG00000002028.13	0.243887784814181
ENSMUSG00000002031.12	0.998922472563172
ENSMUSG00000002032.17	0.994935049330222
ENSMUSG00000002033.14	NA
ENSMUSG00000002043.17	0.488023998763863
ENSMUSG00000002052.6	0.987873214788943
ENSMUSG00000002055.9	0.996290255410092
ENSMUSG00000002057.4	NA
ENSMUSG00000002058.13	0.997644998262112
ENSMUSG00000002059.18	0.994031269806272
ENSMUSG00000002064.10	0.993946295831486
ENSMUSG00000002068.16	0.998703939390157
ENSMUSG00000002076.11	0.996445292211807
ENSMUSG00000002083.13	0.994363503784291
ENSMUSG00000002100.15	NA
ENSMUSG00000002102.15	0.989041392290991
ENSMUSG00000002103.15	0.972865591784328
ENSMUSG00000002104.11	0.938563898949095
ENSMUSG00000002105.15	0.996608777581269
ENSMUSG00000002107.18	0.993052654809905
ENSMUSG00000002108.10	0.997407215972637
ENSMUSG00000002109.14	0.994080627810149
ENSMUSG00000002111.8	0.9967894424797
ENSMUSG00000002129.11	0.942134019269669
ENSMUSG00000002147.18	0.99481314515898
ENSMUSG00000002190.13	NA
ENSMUSG00000002204.9	0.976565431638506
ENSMUSG00000002205.16	0.997634207224803
ENSMUSG00000002210.11	0.999751283886643
ENSMUSG00000002221.11	0.999527013711075
ENSMUSG00000002222.14	0.994876567512511
ENSMUSG00000002227.15	0.99332496519595
ENSMUSG00000002228.7	0.998136851851766
ENSMUSG00000002233.13	0.820293708453881
ENSMUSG00000002240.12	NA
ENSMUSG00000002249.20	0.994261176863367
ENSMUSG00000002250.15	0.995800066016307
ENSMUSG00000002257.7	0.995047337895319
ENSMUSG00000002265.16	0.429167653401421
ENSMUSG00000002266.17	0.995436073523839
ENSMUSG00000002274.12	0.907730580745146
ENSMUSG00000002279.18	0.999805331341684
ENSMUSG00000002280.10	0.99444013484621
ENSMUSG00000002289.15	0.974257843539818
ENSMUSG00000002297.15	0.994857798625676
ENSMUSG00000002307.15	0.99643877147836
ENSMUSG00000002308.15	0.991445044925693
ENSMUSG00000002319.16	0.994412303224781
ENSMUSG00000002320.15	0.998339584380639
ENSMUSG00000002324.8	0.994397556279697
ENSMUSG00000002325.15	0.952962838128367
ENSMUSG00000002326.6	0.999613164498388
ENSMUSG00000002329.7	0.996045830607912
ENSMUSG00000002332.16	0.999658800620676
ENSMUSG00000002341.8	0.99795370216351
ENSMUSG00000002342.17	0.998522767198997
ENSMUSG00000002343.11	0.9931487568345
ENSMUSG00000002345.18	0.976526396208459
ENSMUSG00000002346.16	0.711974148608836
ENSMUSG00000002365.9	0.994233070146975
ENSMUSG00000002372.8	0.846779006310332
ENSMUSG00000002379.6	0.998998271070217
ENSMUSG00000002384.2	0.999648247692156
ENSMUSG00000002393.14	0.83089151508696
ENSMUSG00000002395.14	0.930595617437787
ENSMUSG00000002396.8	0.999544486698637
ENSMUSG00000002409.18	0.997558436547021
ENSMUSG00000002413.15	0.996259680819439
ENSMUSG00000002416.13	0.695287858235835
ENSMUSG00000002428.12	0.980583814115472
ENSMUSG00000002455.14	0.995889273521427
ENSMUSG00000002458.13	0.998082849008247
ENSMUSG00000002459.17	NA
ENSMUSG00000002475.15	0.993690367633645
ENSMUSG00000002477.4	0.574380144556725
ENSMUSG00000002486.15	0.884644967132618
ENSMUSG00000002489.15	0.996987046299483
ENSMUSG00000002496.10	0.999840785290802
ENSMUSG00000002500.15	NA
ENSMUSG00000002504.14	0.899246219281344
ENSMUSG00000002524.17	0.636499468252639
ENSMUSG00000002546.16	0.99507109326222
ENSMUSG00000002550.16	0.992949880741283
ENSMUSG00000002565.16	0.996670032138189
ENSMUSG00000002578.17	0.376512631306821
ENSMUSG00000002580.7	0.997901564472837
ENSMUSG00000002588.12	NA
ENSMUSG00000002602.16	0.987760311476524
ENSMUSG00000002603.15	0.999860011525257
ENSMUSG00000002608.8	0.99876593898328
ENSMUSG00000002617.14	0.995512229887622
ENSMUSG00000002625.9	0.996307167635729
ENSMUSG00000002633.4	0.99489388393339
ENSMUSG00000002635.11	0.620774460785408
ENSMUSG00000002658.9	0.996222956533043
ENSMUSG00000002660.7	0.987816606232417
ENSMUSG00000002661.14	0.997589502662243
ENSMUSG00000002664.2	NA
ENSMUSG00000002668.7	0.994383880141648
ENSMUSG00000002679.14	0.959927974352744
ENSMUSG00000002688.8	0.886329932456068
ENSMUSG00000002699.13	0.993504937116228
ENSMUSG00000002718.14	0.999424961228159
ENSMUSG00000002728.14	0.737142054920106
ENSMUSG00000002731.6	0.99473681124746
ENSMUSG00000002732.14	0.994429279021837
ENSMUSG00000002733.8	0.996200604332404
ENSMUSG00000002741.9	0.996814678950787
ENSMUSG00000002748.7	0.993817831849061
ENSMUSG00000002763.16	0.997252144247389
ENSMUSG00000002767.13	0.830890781756202
ENSMUSG00000002768.7	0.970870911122547
ENSMUSG00000002769.8	0.67516553963369
ENSMUSG00000002771.12	0.998575943268801
ENSMUSG00000002778.14	0.997711716416694
ENSMUSG00000002781.19	0.997062416735752
ENSMUSG00000002791.16	NA
ENSMUSG00000002797.9	0.99797667998447
ENSMUSG00000002799.6	0.992981313313105
ENSMUSG00000002803.14	0.99871197813582
ENSMUSG00000002804.4	0.996220904953401
ENSMUSG00000002808.7	0.996333501534591
ENSMUSG00000002812.4	0.993003193973851
ENSMUSG00000002814.15	0.993763910768172
ENSMUSG00000002820.6	0.997202733983161
ENSMUSG00000002825.7	0.932640624545398
ENSMUSG00000002831.13	0.176673372441792
ENSMUSG00000002833.11	0.998646363323993
ENSMUSG00000002835.8	0.999089201834347
ENSMUSG00000002844.8	0.410138982726524
ENSMUSG00000002845.14	0.993819265395146
ENSMUSG00000002846.9	0.996940195984226
ENSMUSG00000002847.6	0.99522633703662
ENSMUSG00000002870.8	0.997082048057243
ENSMUSG00000002871.14	0.993885278114304
ENSMUSG00000002881.14	0.997618605010339
ENSMUSG00000002885.14	0.995303862681344
ENSMUSG00000002897.5	0.876344522957806
ENSMUSG00000002900.16	0.993425599435214
ENSMUSG00000002908.17	0.994113068894525
ENSMUSG00000002910.11	0.92160063863975
ENSMUSG00000002930.6	NA
ENSMUSG00000002944.15	0.576915444058745
ENSMUSG00000002948.19	0.996398380566259
ENSMUSG00000002949.15	0.99831777695875
ENSMUSG00000002957.11	0.998182362188482
ENSMUSG00000002963.17	0.993946496371171
ENSMUSG00000002968.8	0.997057973784565
ENSMUSG00000002980.14	0.830891451747487
ENSMUSG00000002981.10	0.999764187581468
ENSMUSG00000002983.17	0.82029247671909
ENSMUSG00000002984.17	0.993280200625407
ENSMUSG00000002985.16	0.772698444746344
ENSMUSG00000002992.17	7.44258580577046e-05
ENSMUSG00000002996.17	0.997189641218775
ENSMUSG00000002997.15	0.992923380120379
ENSMUSG00000003031.14	0.996265851826545
ENSMUSG00000003032.8	0.994187793558848
ENSMUSG00000003033.15	0.99369037619235
ENSMUSG00000003037.16	0.99434603496641
ENSMUSG00000003038.15	0.907754129049575
ENSMUSG00000003039.9	0.695679713965341
ENSMUSG00000003051.13	0.994638605601627
ENSMUSG00000003053.17	NA
ENSMUSG00000003062.13	0.994971749413952
ENSMUSG00000003068.16	0.997761865905595
ENSMUSG00000003070.6	0.999755355130084
ENSMUSG00000003072.15	0.966334820906959
ENSMUSG00000003099.11	0.999245518503798
ENSMUSG00000003119.14	0.99701843699904
ENSMUSG00000003123.15	0.993287469424534
ENSMUSG00000003131.7	0.997994404454928
ENSMUSG00000003134.10	0.996830940949278
ENSMUSG00000003135.15	0.996902559994707
ENSMUSG00000003153.10	0.994649753425253
ENSMUSG00000003154.15	0.81711767991283
ENSMUSG00000003161.15	0.817117659222962
ENSMUSG00000003166.19	0.995505990891876
ENSMUSG00000003184.15	0.99925157462969
ENSMUSG00000003190.12	0.999544958046861
ENSMUSG00000003198.10	0.997401422279974
ENSMUSG00000003199.16	0.683730278311413
ENSMUSG00000003200.9	0.90337835527519
ENSMUSG00000003206.6	0.995318071420331
ENSMUSG00000003208.8	0.993437483048252
ENSMUSG00000003226.7	0.938564526136353
ENSMUSG00000003227.4	0.998001650651497
ENSMUSG00000003228.8	0.995358859482828
ENSMUSG00000003233.11	0.994212863173032
ENSMUSG00000003234.15	0.998623008092486
ENSMUSG00000003235.12	0.993722629381674
ENSMUSG00000003269.17	0.812754932458811
ENSMUSG00000003271.17	0.935482364130538
ENSMUSG00000003273.14	0.876346421554459
ENSMUSG00000003279.16	0.994584694148325
ENSMUSG00000003282.9	0.998508859756225
ENSMUSG00000003283.14	0.983528297057577
ENSMUSG00000003299.10	0.994406670399939
ENSMUSG00000003308.15	0.997113626933949
ENSMUSG00000003309.14	0.99770014512424
ENSMUSG00000003316.14	0.976742203481123
ENSMUSG00000003341.9	0.994619330006828
ENSMUSG00000003344.14	0.995354178331155
ENSMUSG00000003345.16	0.849881368734661
ENSMUSG00000003346.14	0.911670680404312
ENSMUSG00000003348.10	0.994405580872358
ENSMUSG00000003352.14	0.998696604626871
ENSMUSG00000003354.6	0.997987342441539
ENSMUSG00000003355.7	0.993695182448285
ENSMUSG00000003360.15	0.999589747519931
ENSMUSG00000003363.15	0.998162278461626
ENSMUSG00000003378.9	0.999893730574818
ENSMUSG00000003379.7	0.995320489194163
ENSMUSG00000003380.11	0.828798305900454
ENSMUSG00000003382.18	0.998391085644414
ENSMUSG00000003402.14	0.98773059069028
ENSMUSG00000003410.8	0.987893531448
ENSMUSG00000003411.10	0.999194347789248
ENSMUSG00000003418.11	0.938512688634562
ENSMUSG00000003420.8	0.928305315488369
ENSMUSG00000003421.13	0.907760073167275
ENSMUSG00000003423.15	0.954043639496833
ENSMUSG00000003429.11	0.380790165799091
ENSMUSG00000003435.9	0.997817815626673
ENSMUSG00000003436.11	NA
ENSMUSG00000003437.14	0.996004697806878
ENSMUSG00000003438.17	0.551062128926684
ENSMUSG00000003444.8	0.424268659325331
ENSMUSG00000003452.15	0.999573678369176
ENSMUSG00000003458.12	0.999717139011484
ENSMUSG00000003464.13	0.999377231572421
ENSMUSG00000003469.9	0.179192022446908
ENSMUSG00000003476.16	NA
ENSMUSG00000003477.5	0.995495431949327
ENSMUSG00000003484.4	0.994041905634988
ENSMUSG00000003500.13	0.996881454178852
ENSMUSG00000003505.15	NA
ENSMUSG00000003518.13	0.998051521266415
ENSMUSG00000003526.11	0.998937385913583
ENSMUSG00000003527.8	0.994194442410246
ENSMUSG00000003528.14	0.995307883616414
ENSMUSG00000003531.14	0.995008025961524
ENSMUSG00000003534.17	0.994583634641089
ENSMUSG00000003541.6	0.995769910643078
ENSMUSG00000003545.3	0.996421028921716
ENSMUSG00000003546.9	0.99977238506146
ENSMUSG00000003549.9	0.737141041725574
ENSMUSG00000003555.7	NA
ENSMUSG00000003559.7	0.995002758863652
ENSMUSG00000003573.15	0.996364311443401
ENSMUSG00000003575.13	0.949736562196892
ENSMUSG00000003581.14	0.996261407517192
ENSMUSG00000003585.13	0.535057681229923
ENSMUSG00000003604.14	0.996530593861268
ENSMUSG00000003617.16	0.993603469685749
ENSMUSG00000003623.4	0.999691778260514
ENSMUSG00000003644.17	0.996021658898578
ENSMUSG00000003657.9	NA
ENSMUSG00000003660.10	0.99144254955985
ENSMUSG00000003662.10	0.996301326609368
ENSMUSG00000003665.6	0.999248438610129
ENSMUSG00000003680.15	0.998361925672538
ENSMUSG00000003721.14	0.673783369536388
ENSMUSG00000003731.13	0.995537418859087
ENSMUSG00000003746.16	0.993487314117275
ENSMUSG00000003752.9	0.993513662766777
ENSMUSG00000003762.13	0.995072595944254
ENSMUSG00000003778.14	0.994541922000758
ENSMUSG00000003779.15	0.995840215024303
ENSMUSG00000003808.18	0.999066719668085
ENSMUSG00000003809.14	0.993969860106557
ENSMUSG00000003810.12	0.999126644416977
ENSMUSG00000003812.13	0.997421874443449
ENSMUSG00000003813.15	0.999460574481736
ENSMUSG00000003814.8	0.998550847995494
ENSMUSG00000003824.12	0.976538033083852
ENSMUSG00000003847.16	0.779729842168222
ENSMUSG00000003848.14	0.638827013976155
ENSMUSG00000003849.8	0.994199191843715
ENSMUSG00000003863.18	0.997313389122532
ENSMUSG00000003865.16	0.854759349042142
ENSMUSG00000003868.14	0.993874487472998
ENSMUSG00000003872.9	NA
ENSMUSG00000003873.11	0.779729734218336
ENSMUSG00000003882.5	NA
ENSMUSG00000003923.14	0.993503420022835
ENSMUSG00000003929.10	0.996755698102352
ENSMUSG00000003934.5	0.995211734448706
