gene_id	tumorvs12w_padj
ENSMUSG00000001173.15	1.03768867296608e-08
ENSMUSG00000001175.14	0.452720720966512
ENSMUSG00000001211.15	1.05197386157184e-17
ENSMUSG00000001225.12	NA
ENSMUSG00000001227.11	0.197769311305515
ENSMUSG00000001228.14	1.56509622157302e-16
ENSMUSG00000001229.8	0.577075317976591
ENSMUSG00000001240.13	2.52714920869948e-05
ENSMUSG00000001247.16	0.72077152536244
ENSMUSG00000001248.15	2.88384947190294e-08
ENSMUSG00000001249.14	0.00916906548053378
ENSMUSG00000001260.10	0.000117058415440761
ENSMUSG00000001270.9	0.074684727499018
ENSMUSG00000001280.13	0.0340620356709202
ENSMUSG00000001281.10	0.480216377267288
ENSMUSG00000001285.12	0.330602571661378
ENSMUSG00000001288.15	0.0386667462502826
ENSMUSG00000001289.12	0.872010997212725
ENSMUSG00000001300.16	0.123648887121926
ENSMUSG00000001305.5	0.836960382608362
ENSMUSG00000001313.12	0.548265844628776
ENSMUSG00000001323.17	2.76748750037283e-19
ENSMUSG00000001333.9	6.07624765840724e-51
ENSMUSG00000001334.9	0.234526100267014
ENSMUSG00000001348.15	0.596933181526355
ENSMUSG00000001349.5	0.0699654326468199
ENSMUSG00000001366.14	0.000127605761759771
ENSMUSG00000001376.17	0.00570447160277305
ENSMUSG00000001380.6	0.0891767993410857
ENSMUSG00000001383.8	0.70678940029622
ENSMUSG00000001403.13	0.0328489631905439
ENSMUSG00000001415.10	0.828453249051685
ENSMUSG00000001416.13	0.782868417666873
ENSMUSG00000001418.13	2.97823922848244e-23
ENSMUSG00000001419.17	0.000513593755956927
ENSMUSG00000001420.13	0.57903429424888
ENSMUSG00000001424.14	6.23610742502708e-08
ENSMUSG00000001435.15	5.12304345741411e-45
ENSMUSG00000001436.15	9.62696307515165e-77
ENSMUSG00000001440.5	0.00128344905312836
ENSMUSG00000001441.13	3.11776394195671e-06
ENSMUSG00000001444.2	0.211385936128309
ENSMUSG00000001445.10	5.06931231042084e-07
ENSMUSG00000001467.5	1.33304441603204e-05
ENSMUSG00000001472.17	0.0655235054187696
ENSMUSG00000001473.6	2.26865014848739e-11
ENSMUSG00000001482.15	5.49006377436835e-21
ENSMUSG00000001493.9	1.546926485664e-13
ENSMUSG00000001494.6	0.0689449121678027
ENSMUSG00000001496.15	NA
ENSMUSG00000001497.18	0.763032548738179
ENSMUSG00000001504.10	9.72414840680135e-16
ENSMUSG00000001506.10	1.3140632630761e-14
ENSMUSG00000001507.16	4.32405822051998e-10
ENSMUSG00000001508.15	NA
ENSMUSG00000001510.8	0.0012004930648754
ENSMUSG00000001517.14	6.28575217969655e-09
ENSMUSG00000001518.12	0.0229278994422988
ENSMUSG00000001520.12	0.130116759343861
ENSMUSG00000001521.12	8.77840591283095e-06
ENSMUSG00000001524.14	9.33663075719086e-05
ENSMUSG00000001525.10	7.98909298436939e-70
ENSMUSG00000001542.7	0.0048350305122865
ENSMUSG00000001552.14	0.0612702356125465
ENSMUSG00000001555.10	5.44736280849092e-06
ENSMUSG00000001558.5	0.628308158123117
ENSMUSG00000001566.9	NA
ENSMUSG00000001569.10	0.902815200080307
ENSMUSG00000001576.14	0.101490813738186
ENSMUSG00000001583.13	0.730466616097152
ENSMUSG00000001588.12	0.377339971326608
ENSMUSG00000001604.14	1.06665808718294e-15
ENSMUSG00000001622.15	0.00373366241232355
ENSMUSG00000001627.12	4.75620594913067e-09
ENSMUSG00000001630.13	0.000334156546623499
ENSMUSG00000001632.16	0.259287861333313
ENSMUSG00000001642.18	0.0010706759384253
ENSMUSG00000001655.6	0.159496679810706
ENSMUSG00000001656.3	0.404480412905805
ENSMUSG00000001657.7	1.53207777677225e-05
ENSMUSG00000001661.5	0.0272973746216503
ENSMUSG00000001663.10	2.71218252763118e-05
ENSMUSG00000001665.11	0.348835377136584
ENSMUSG00000001666.8	1.45630660591575e-44
ENSMUSG00000001670.13	0.380028820462484
ENSMUSG00000001672.14	0.467808023669462
ENSMUSG00000001674.11	0.333950704290693
ENSMUSG00000001687.15	0.453053022623226
ENSMUSG00000001700.9	0.372987324734286
ENSMUSG00000001707.8	0.649289450621707
ENSMUSG00000001729.14	7.93066395322999e-21
ENSMUSG00000001739.14	6.82573006267552e-38
ENSMUSG00000001741.12	0.801002175517903
ENSMUSG00000001750.15	3.95981231366863e-16
ENSMUSG00000001751.9	6.41905429532782e-06
ENSMUSG00000001755.12	3.8347104466557e-20
ENSMUSG00000001761.7	0.291157419985048
ENSMUSG00000001763.14	0.68345664251685
ENSMUSG00000001767.5	0.438162214103512
ENSMUSG00000001768.15	0.235084071856104
ENSMUSG00000001773.14	1.77486404518021e-06
ENSMUSG00000001774.8	0.218986807727948
ENSMUSG00000001783.3	0.170483524738944
ENSMUSG00000001785.13	1.84731381191875e-10
ENSMUSG00000001786.14	2.84428727308194e-12
ENSMUSG00000001794.13	5.33110547198587e-07
ENSMUSG00000001802.16	0.0327680849346658
ENSMUSG00000001804.9	NA
ENSMUSG00000001815.15	NA
ENSMUSG00000001819.4	NA
ENSMUSG00000001823.5	NA
ENSMUSG00000001827.12	4.02974489449166e-20
ENSMUSG00000001829.17	0.00181304681742859
ENSMUSG00000001833.17	0.00228668903387518
ENSMUSG00000001844.10	0.928487671817389
ENSMUSG00000001847.14	1.2256659600094e-05
ENSMUSG00000001855.15	5.0142218460652e-07
ENSMUSG00000001864.13	0.0104427167156441
ENSMUSG00000001865.2	0.418042307960395
ENSMUSG00000001870.15	0.0117580306110815
ENSMUSG00000001891.16	0.0381863920827877
ENSMUSG00000001901.15	NA
ENSMUSG00000001909.15	0.110583662882556
ENSMUSG00000001910.4	0.000372157683608226
ENSMUSG00000001911.16	4.06829624286287e-05
ENSMUSG00000001918.17	0.254866516828026
ENSMUSG00000001924.15	6.88771681646951e-17
ENSMUSG00000001930.17	2.88580652093708e-22
ENSMUSG00000001942.8	0.00123458128204134
ENSMUSG00000001943.8	0.0446263567501512
ENSMUSG00000001946.14	8.42382001688444e-07
ENSMUSG00000001948.10	4.24601860090833e-18
ENSMUSG00000001962.8	2.7135848689013e-42
ENSMUSG00000001964.14	8.10666552631877e-14
ENSMUSG00000001983.7	1.43042311892366e-12
ENSMUSG00000001985.9	0.477207897832355
ENSMUSG00000001986.16	5.77409541833479e-06
ENSMUSG00000001988.9	NA
ENSMUSG00000001995.9	0.0587511086562169
ENSMUSG00000001998.15	0.633573734522863
ENSMUSG00000001999.15	4.2720557317325e-13
ENSMUSG00000002006.12	0.00544244934701796
ENSMUSG00000002007.5	0.230579090065188
ENSMUSG00000002010.17	0.000185273668782919
ENSMUSG00000002012.13	0.000229236127588258
ENSMUSG00000002014.12	0.307660916538096
ENSMUSG00000002015.5	9.71453115868197e-05
ENSMUSG00000002017.9	0.732204549804922
ENSMUSG00000002020.15	9.86187301824387e-19
ENSMUSG00000002028.13	0.439792378537369
ENSMUSG00000002031.12	0.00467967832577599
ENSMUSG00000002032.17	1.55326918476528e-06
ENSMUSG00000002033.14	0.0941007853373287
ENSMUSG00000002043.17	0.058802155261015
ENSMUSG00000002052.6	0.129058795106261
ENSMUSG00000002055.9	0.113177792083036
ENSMUSG00000002057.4	0.285867958004804
ENSMUSG00000002058.13	0.0896811429665172
ENSMUSG00000002059.18	0.0776092632912536
ENSMUSG00000002064.10	0.158344862314995
ENSMUSG00000002068.16	0.000444981718396915
ENSMUSG00000002076.11	1.22893290533589e-12
ENSMUSG00000002083.13	1.15292971786881e-10
ENSMUSG00000002100.15	0.984635312420652
ENSMUSG00000002102.15	0.164393082850658
ENSMUSG00000002103.15	0.984660538899796
ENSMUSG00000002104.11	1.28903940157934e-09
ENSMUSG00000002105.15	0.920514029038815
ENSMUSG00000002107.18	0.0760987615275637
ENSMUSG00000002108.10	6.46458092720447e-16
ENSMUSG00000002109.14	0.0283411013589247
ENSMUSG00000002111.8	3.44588730015239e-13
ENSMUSG00000002129.11	0.369920950761846
ENSMUSG00000002147.18	0.0204418664210035
ENSMUSG00000002190.13	0.893330653363255
ENSMUSG00000002204.9	6.05030205303774e-40
ENSMUSG00000002205.16	0.811477321006176
ENSMUSG00000002210.11	0.00354089556074302
ENSMUSG00000002221.11	0.562641522760198
ENSMUSG00000002222.14	0.580604754314362
ENSMUSG00000002227.15	0.0233025958355749
ENSMUSG00000002228.7	7.84532106677153e-05
ENSMUSG00000002233.13	1.47847173629825e-05
ENSMUSG00000002240.12	NA
ENSMUSG00000002249.20	0.242226566184564
ENSMUSG00000002250.15	0.000179485857108938
ENSMUSG00000002257.7	4.6968396017444e-35
ENSMUSG00000002265.16	0.669554111945754
ENSMUSG00000002266.17	0.0790865034425985
ENSMUSG00000002274.12	1.04079191012142e-18
ENSMUSG00000002279.18	0.0507913142952496
ENSMUSG00000002280.10	1.79808869795358e-10
ENSMUSG00000002289.15	0.606662872795191
ENSMUSG00000002297.15	8.62088527995833e-21
ENSMUSG00000002307.15	0.0319236976974948
ENSMUSG00000002308.15	0.000549167856327591
ENSMUSG00000002319.16	0.00825357425612006
ENSMUSG00000002320.15	0.0170256336897698
ENSMUSG00000002324.8	0.850375111946942
ENSMUSG00000002325.15	0.0131432158846581
ENSMUSG00000002326.6	0.126540668777983
ENSMUSG00000002329.7	0.279246943820159
ENSMUSG00000002332.16	2.0242376314373e-05
ENSMUSG00000002341.8	NA
ENSMUSG00000002342.17	0.663933278884125
ENSMUSG00000002343.11	0.0921069131565826
ENSMUSG00000002345.18	0.951836089342574
ENSMUSG00000002346.16	1.31960789094078e-60
ENSMUSG00000002365.9	0.917157458652431
ENSMUSG00000002372.8	0.410973160790653
ENSMUSG00000002379.6	0.0018130469598806
ENSMUSG00000002384.2	NA
ENSMUSG00000002393.14	1.06348238285871e-06
ENSMUSG00000002395.14	0.0246527097359085
ENSMUSG00000002396.8	0.727556014247242
ENSMUSG00000002409.18	0.470618915141463
ENSMUSG00000002413.15	0.145786615113566
ENSMUSG00000002416.13	1.09413526191671e-07
ENSMUSG00000002428.12	0.272847838727568
ENSMUSG00000002455.14	0.103191786370668
ENSMUSG00000002458.13	2.69320919183669e-07
ENSMUSG00000002459.17	0.299367625277083
ENSMUSG00000002475.15	1.83042824544085e-22
ENSMUSG00000002477.4	0.983501721159047
ENSMUSG00000002486.15	0.00433176322917556
ENSMUSG00000002489.15	0.758303048576739
ENSMUSG00000002496.10	0.908311287393644
ENSMUSG00000002500.15	0.98987422636229
ENSMUSG00000002504.14	2.23697040257432e-36
ENSMUSG00000002524.17	0.0363909640200484
ENSMUSG00000002546.16	0.242068118526444
ENSMUSG00000002550.16	5.82195891136193e-12
ENSMUSG00000002565.16	9.12064198442009e-06
ENSMUSG00000002578.17	0.595243331237355
ENSMUSG00000002580.7	0.0177989792512093
ENSMUSG00000002588.12	0.00175195387438175
ENSMUSG00000002602.16	1.12591930857563e-12
ENSMUSG00000002603.15	5.65595139725957e-23
ENSMUSG00000002608.8	0.00336879526338228
ENSMUSG00000002617.14	0.352294796478312
ENSMUSG00000002625.9	0.179149878585529
ENSMUSG00000002633.4	8.00690095977962e-08
ENSMUSG00000002635.11	0.344562869918516
ENSMUSG00000002658.9	1.24551507958896e-10
ENSMUSG00000002660.7	3.44549814718085e-07
ENSMUSG00000002661.14	6.24284836479732e-08
ENSMUSG00000002664.2	0.479313137068978
ENSMUSG00000002668.7	4.8096756663258e-05
ENSMUSG00000002679.14	0.789404337454716
ENSMUSG00000002688.8	NA
ENSMUSG00000002699.13	6.95142215110136e-10
ENSMUSG00000002718.14	0.00901140078550197
ENSMUSG00000002728.14	0.00445242762120732
ENSMUSG00000002731.6	0.0615481037140304
ENSMUSG00000002732.14	0.0780291629248045
ENSMUSG00000002733.8	0.121277898616473
ENSMUSG00000002741.9	8.71903934522247e-07
ENSMUSG00000002748.7	0.614400726983118
ENSMUSG00000002763.16	4.46477551755175e-06
ENSMUSG00000002767.13	4.69904461177858e-05
ENSMUSG00000002768.7	0.395456060834993
ENSMUSG00000002769.8	1.47237715622697e-83
ENSMUSG00000002771.12	0.68561896551781
ENSMUSG00000002778.14	0.999410633318927
ENSMUSG00000002781.19	5.21558124566184e-13
ENSMUSG00000002791.16	0.0508195913657163
ENSMUSG00000002797.9	0.0546416945044449
ENSMUSG00000002799.6	0.00624017811368528
ENSMUSG00000002803.14	9.51085280754581e-05
ENSMUSG00000002804.4	6.61741988187974e-10
ENSMUSG00000002808.7	0.00077529112355862
ENSMUSG00000002812.4	7.93024880510024e-08
ENSMUSG00000002814.15	0.000780819242595375
ENSMUSG00000002820.6	4.77962602151894e-05
ENSMUSG00000002825.7	0.693450831375664
ENSMUSG00000002831.13	7.68591016884095e-39
ENSMUSG00000002833.11	0.125639589974356
ENSMUSG00000002835.8	0.000133998358566454
ENSMUSG00000002844.8	0.976725674422639
ENSMUSG00000002845.14	0.649289269801321
ENSMUSG00000002846.9	0.0528505579740953
ENSMUSG00000002847.6	0.705595801021789
ENSMUSG00000002870.8	0.0486087142942699
ENSMUSG00000002871.14	0.0637568356609211
ENSMUSG00000002881.14	1.10441084308089e-05
ENSMUSG00000002885.14	6.96840488329162e-06
ENSMUSG00000002897.5	0.154478135912416
ENSMUSG00000002900.16	0.124403797956222
ENSMUSG00000002908.17	4.7978215318221e-18
ENSMUSG00000002910.11	0.00139543746626974
ENSMUSG00000002930.6	NA
ENSMUSG00000002944.15	1.2665856554148e-08
ENSMUSG00000002948.19	0.0274895876702641
ENSMUSG00000002949.15	0.000923705283111351
ENSMUSG00000002957.11	0.0528406858473534
ENSMUSG00000002963.17	0.56675431442222
ENSMUSG00000002968.8	0.591774042730647
ENSMUSG00000002980.14	0.00767914702151799
ENSMUSG00000002981.10	0.8896891663701
ENSMUSG00000002983.17	1.21767593094628e-37
ENSMUSG00000002984.17	0.609951602477683
ENSMUSG00000002985.16	2.24619146371766e-10
ENSMUSG00000002992.17	0.000502437561740777
ENSMUSG00000002996.17	0.96685022258028
ENSMUSG00000002997.15	7.55614548384315e-10
ENSMUSG00000003031.14	1.77648423381991e-05
ENSMUSG00000003032.8	4.58609388739951e-11
ENSMUSG00000003033.15	0.44069261717737
ENSMUSG00000003037.16	0.198327793607399
ENSMUSG00000003038.15	9.20058930389234e-15
ENSMUSG00000003039.9	0.607698714282569
ENSMUSG00000003051.13	1.47832696101594e-10
ENSMUSG00000003053.17	0.0801833035110931
ENSMUSG00000003062.13	0.00427489498177228
ENSMUSG00000003068.16	0.236941958654345
ENSMUSG00000003070.6	0.577508996696201
ENSMUSG00000003072.15	2.56653094364903e-08
ENSMUSG00000003099.11	0.34389966610072
ENSMUSG00000003119.14	0.542186293801836
ENSMUSG00000003123.15	4.83303605684613e-07
ENSMUSG00000003131.7	0.662704744630341
ENSMUSG00000003134.10	3.61163636404512e-05
ENSMUSG00000003135.15	0.000217593070523255
ENSMUSG00000003153.10	0.0492728688328016
ENSMUSG00000003154.15	0.0146763847471675
ENSMUSG00000003161.15	0.00102733760419385
ENSMUSG00000003166.19	0.73220506396153
ENSMUSG00000003184.15	0.313246719933374
ENSMUSG00000003190.12	0.608508188959468
ENSMUSG00000003198.10	0.278327671251859
ENSMUSG00000003199.16	0.148522170346017
ENSMUSG00000003200.9	0.0288892856532519
ENSMUSG00000003206.6	0.00887308531355661
ENSMUSG00000003208.8	0.759690344084328
ENSMUSG00000003226.7	0.723677180213449
ENSMUSG00000003227.4	1.90043915770455e-06
ENSMUSG00000003228.8	0.147196665166316
ENSMUSG00000003233.11	0.994371166779002
ENSMUSG00000003234.15	0.00401624982173093
ENSMUSG00000003235.12	0.6174466732794
ENSMUSG00000003269.17	0.000262831560510175
ENSMUSG00000003271.17	0.0145051730041769
ENSMUSG00000003273.14	0.0148647681328387
ENSMUSG00000003279.16	2.34125019575145e-05
ENSMUSG00000003282.9	9.63671352034231e-06
ENSMUSG00000003283.14	1.56653191217221e-13
ENSMUSG00000003299.10	6.47401661744945e-05
ENSMUSG00000003308.15	0.230964588819644
ENSMUSG00000003309.14	0.116659951623894
ENSMUSG00000003316.14	0.512512423205513
ENSMUSG00000003341.9	0.00510175640881234
ENSMUSG00000003344.14	0.619903389456365
ENSMUSG00000003345.16	0.0470731135948472
ENSMUSG00000003346.14	0.148269453878556
ENSMUSG00000003348.10	4.29892869437337e-07
ENSMUSG00000003352.14	0.00312880027918996
ENSMUSG00000003354.6	0.565164826979279
ENSMUSG00000003355.7	0.143912805392525
ENSMUSG00000003360.15	0.00436092916071134
ENSMUSG00000003363.15	4.12122149745518e-06
ENSMUSG00000003378.9	0.0383262208380929
ENSMUSG00000003379.7	0.00186135273059049
ENSMUSG00000003380.11	0.932963725680441
ENSMUSG00000003382.18	0.599443232973174
ENSMUSG00000003402.14	0.108811183354036
ENSMUSG00000003410.8	6.67296303461137e-05
ENSMUSG00000003411.10	0.000162808564001883
ENSMUSG00000003418.11	0.630226717219916
ENSMUSG00000003420.8	1.72141061454388e-19
ENSMUSG00000003421.13	0.240893516104778
ENSMUSG00000003423.15	0.578255340336759
ENSMUSG00000003429.11	0.663291242555327
ENSMUSG00000003435.9	0.000467539607138263
ENSMUSG00000003436.11	NA
ENSMUSG00000003437.14	0.362421010411626
ENSMUSG00000003438.17	0.00317243000520611
ENSMUSG00000003444.8	0.122644332834851
ENSMUSG00000003452.15	5.70821598039663e-05
ENSMUSG00000003458.12	4.26022810037632e-17
ENSMUSG00000003464.13	1.72442695343371e-16
ENSMUSG00000003469.9	1.57342949766356e-13
ENSMUSG00000003476.16	0.614438936639711
ENSMUSG00000003477.5	0.00185019485246007
ENSMUSG00000003484.4	3.24430154734642e-13
ENSMUSG00000003500.13	0.0288388960468279
ENSMUSG00000003505.15	NA
ENSMUSG00000003518.13	0.00384265334516782
ENSMUSG00000003526.11	6.42661317581164e-09
ENSMUSG00000003527.8	0.221671174170217
ENSMUSG00000003528.14	0.774309091354984
ENSMUSG00000003531.14	0.0118611417554142
ENSMUSG00000003534.17	0.75284095603961
ENSMUSG00000003541.6	9.86601241174641e-05
ENSMUSG00000003545.3	1.15342569023069e-07
ENSMUSG00000003546.9	3.19774653241512e-05
ENSMUSG00000003549.9	0.574940168778715
ENSMUSG00000003555.7	0.036952564480117
ENSMUSG00000003559.7	4.31700144207171e-23
ENSMUSG00000003573.15	2.41498138624976e-24
