gene_id	tumorvs92w_padj
ENSMUSG00000000001.4	0.860861307257108
ENSMUSG00000000003.15	NA
ENSMUSG00000000028.14	0.272163658665261
ENSMUSG00000000031.16	0.209624769146181
ENSMUSG00000000037.16	NA
ENSMUSG00000000049.11	0.391853332347085
ENSMUSG00000000056.7	0.130025414116724
ENSMUSG00000000058.6	0.232320789291223
ENSMUSG00000000078.7	1.84435245995167e-10
ENSMUSG00000000085.16	0.000252570054025737
ENSMUSG00000000088.7	0.993030314876154
ENSMUSG00000000093.6	0.832936329076506
ENSMUSG00000000094.12	NA
ENSMUSG00000000103.12	NA
ENSMUSG00000000120.6	0.00886345740345735
ENSMUSG00000000125.5	NA
ENSMUSG00000000126.11	0.658696124053061
ENSMUSG00000000127.14	0.00176495864462119
ENSMUSG00000000131.15	0.133026603252866
ENSMUSG00000000134.17	1.80326805014156e-09
ENSMUSG00000000142.15	0.2475741632617
ENSMUSG00000000148.17	0.958008077121551
ENSMUSG00000000149.10	0.855657624924646
ENSMUSG00000000154.16	4.50406945178358e-15
ENSMUSG00000000157.15	NA
ENSMUSG00000000159.15	0.849776777486127
ENSMUSG00000000167.14	0.688113768148076
ENSMUSG00000000168.9	0.45317791913222
ENSMUSG00000000171.5	0.500790591570314
ENSMUSG00000000182.9	NA
ENSMUSG00000000183.6	NA
ENSMUSG00000000184.12	0.477029340936331
ENSMUSG00000000194.13	0.345877479528483
ENSMUSG00000000197.8	NA
ENSMUSG00000000202.9	0.00336313491042708
ENSMUSG00000000204.16	0.0126896151516011
ENSMUSG00000000214.11	NA
ENSMUSG00000000215.11	NA
ENSMUSG00000000216.8	0.481669613814087
ENSMUSG00000000223.13	NA
ENSMUSG00000000244.17	0.70571864254916
ENSMUSG00000000247.11	NA
ENSMUSG00000000248.16	NA
ENSMUSG00000000253.13	0.403239314319854
ENSMUSG00000000263.15	NA
ENSMUSG00000000266.11	0.168974322477813
ENSMUSG00000000275.16	0.965400472932853
ENSMUSG00000000276.11	0.767193608022061
ENSMUSG00000000278.10	2.73983491905825e-05
ENSMUSG00000000282.12	0.0131258505617231
ENSMUSG00000000290.13	0.0130574934397502
ENSMUSG00000000295.13	0.000157187167323947
ENSMUSG00000000296.8	0.939509357675646
ENSMUSG00000000301.16	0.254274055158367
ENSMUSG00000000303.12	0.311057172502532
ENSMUSG00000000305.12	0.0407148399989468
ENSMUSG00000000308.14	0.236999001492446
ENSMUSG00000000317.11	0.0771629002513892
ENSMUSG00000000318.16	0.45983366924127
ENSMUSG00000000320.10	0.814251818839408
ENSMUSG00000000325.15	0.17121421933593
ENSMUSG00000000326.12	0.947455664557346
ENSMUSG00000000339.14	0.0131706415452533
ENSMUSG00000000340.10	1.48375151986321e-14
ENSMUSG00000000346.9	0.235430227027373
ENSMUSG00000000355.13	0.000239584365853138
ENSMUSG00000000359.3	2.55460364505779e-07
ENSMUSG00000000365.9	NA
ENSMUSG00000000374.8	0.719296882065085
ENSMUSG00000000378.15	4.16648464914494e-07
ENSMUSG00000000381.10	NA
ENSMUSG00000000384.15	0.553004871543869
ENSMUSG00000000385.7	0.590583749064156
ENSMUSG00000000386.14	0.00567515069570594
ENSMUSG00000000392.17	0.193075308972744
ENSMUSG00000000394.15	NA
ENSMUSG00000000399.10	2.17996267035793e-05
ENSMUSG00000000402.2	0.07570975989914
ENSMUSG00000000409.14	0.554649975118948
ENSMUSG00000000411.7	NA
ENSMUSG00000000416.16	0.610800393542306
ENSMUSG00000000420.15	0.779485093487136
ENSMUSG00000000435.1	NA
ENSMUSG00000000439.9	0.973404082412197
ENSMUSG00000000440.12	0.918543242192274
ENSMUSG00000000441.17	0.445919198964094
ENSMUSG00000000486.13	0.0026774534786253
ENSMUSG00000000489.7	0.0326781359668507
ENSMUSG00000000530.16	0.468058134630809
ENSMUSG00000000531.5	0.218389394942639
ENSMUSG00000000532.11	0.734279099533648
ENSMUSG00000000538.18	0.0909227443085346
ENSMUSG00000000544.14	0.0503744077256996
ENSMUSG00000000552.10	0.0422079573576348
ENSMUSG00000000555.8	0.00140944142644604
ENSMUSG00000000560.9	NA
ENSMUSG00000000561.14	0.0665681804024636
ENSMUSG00000000562.5	0.0397583938189408
ENSMUSG00000000563.17	0.0201050815603583
ENSMUSG00000000567.5	2.72064706337947e-17
ENSMUSG00000000568.15	0.534994309652777
ENSMUSG00000000579.14	0.38118986666742
ENSMUSG00000000581.8	0.00663287252927405
ENSMUSG00000000594.7	1.61380870115449e-05
ENSMUSG00000000600.15	0.921040514913855
ENSMUSG00000000605.9	0.70365808081808
ENSMUSG00000000606.16	NA
ENSMUSG00000000617.14	NA
ENSMUSG00000000627.15	0.991354991315562
ENSMUSG00000000628.10	4.50739532975930e-10
ENSMUSG00000000631.20	0.849775658399238
ENSMUSG00000000632.13	NA
ENSMUSG00000000673.8	9.75702862705955e-74
ENSMUSG00000000682.7	0.0148673014405236
ENSMUSG00000000686.11	0.45252588676965
ENSMUSG00000000690.5	0.977654182131239
ENSMUSG00000000693.10	0.0396752229176382
ENSMUSG00000000701.8	NA
ENSMUSG00000000706.16	NA
ENSMUSG00000000708.14	0.0126738927142949
ENSMUSG00000000711.3	0.854254579025271
ENSMUSG00000000724.10	NA
ENSMUSG00000000730.13	0.462750759990837
ENSMUSG00000000731.15	NA
ENSMUSG00000000732.9	0.0550930746740298
ENSMUSG00000000738.18	0.139745716536655
ENSMUSG00000000739.14	0.0169130881548115
ENSMUSG00000000740.12	0.924714420303276
ENSMUSG00000000743.9	0.0153123224622517
ENSMUSG00000000751.13	0.51752979165929
ENSMUSG00000000753.15	0.11898120709964
ENSMUSG00000000759.14	0.289407381182144
ENSMUSG00000000766.18	NA
ENSMUSG00000000776.13	0.418264076220078
ENSMUSG00000000782.15	0.439819015384907
ENSMUSG00000000787.12	0.0933743573276743
ENSMUSG00000000791.9	0.00195239655636302
ENSMUSG00000000792.2	0.61958418200251
ENSMUSG00000000794.9	0.421417401345728
ENSMUSG00000000804.14	0.824636768136912
ENSMUSG00000000805.18	3.93138071630389e-20
ENSMUSG00000000811.13	0.000110584649172772
ENSMUSG00000000817.10	0.727453438960671
ENSMUSG00000000823.16	0.790863932373927
ENSMUSG00000000826.16	0.00844384717619565
ENSMUSG00000000827.18	0.0984958858879534
ENSMUSG00000000838.17	0.383389342668908
ENSMUSG00000000861.15	NA
ENSMUSG00000000869.12	NA
ENSMUSG00000000876.11	2.07396944397422e-48
ENSMUSG00000000881.12	0.428852425407993
ENSMUSG00000000884.16	0.275935998425572
ENSMUSG00000000889.8	NA
ENSMUSG00000000901.16	0.710423128884517
